경작지주소,산도,유기물,칼륨,강수량 합계,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Oct,20-Nov,20-Dec,2020-01-01(평균기온),2020-02-01(평균기온),2020-03-01(평균기온),2020-04-01(평균기온),2020-05-01(평균기온),2020-06-01(평균기온),2020-10-01(평균기온),2020-11-01(평균기온),2020-12-01(평균기온),2020-01-01(최저기온),2020-02-01(최저기온),2020-03-01(최저기온),2020-04-01(최저기온),2020-05-01(최저기온),2020-06-01(최저기온),2020-10-01(최저기온),2020-11-01(최저기온),2020-12-01(최저기온),2020-01-01(최고기온),2020-02-01(최고기온),2020-03-01(최고기온),2020-04-01(최고기온),2020-05-01(최고기온),2020-06-01(최고기온),2020-10-01(최고기온),2020-11-01(최고기온),2020-12-01(최고기온),최저라벨,최고기온,평균기온,강수량라벨,최종라벨링
충청남도 부여군 부여읍 능산리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 동남리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 상금리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 석목리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 송간리,good_ph,usually_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 송곡리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 신정리,good_ph,usually_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 쌍북리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 염창리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 왕포리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 용정리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 자왕리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 저석리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 정동리,good_ph,usually_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 중정리,good_ph,usually_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 부여읍 현북리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 석성면 봉정리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 석성면 비당리,good_ph,3,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 석성면 석성리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 석성면 정각리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 석성면 증산리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 석성면 현내리,good_ph,3,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 세도면 가회리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 세도면 간대리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 세도면 귀덕리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 세도면 동사리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 세도면 반조원리,good_ph,usually_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 세도면 사산리,good_ph,usually_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 세도면 수고리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 세도면 장산리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 세도면 청송리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 세도면 청포리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 세도면 화수리,good_ph,usually_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 양화면 내성리,good_ph,good_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 양화면 벽용리,good_ph,good_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 양화면 상촌리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 양화면 송정리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 양화면 수원리,good_ph,good_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 양화면 시음리,good_ph,good_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 양화면 암수리,good_ph,good_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 양화면 오량리,good_ph,good_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 양화면 원당리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 양화면 입포리,good_ph,3,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 양화면 족교리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 양화면 초왕리,good_ph,3,3,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 옥산면 가덕리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 옥산면 내대리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 옥산면 대덕리,good_ph,good_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 옥산면 봉산리,good_ph,good_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 옥산면 상기리,good_ph,4,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 옥산면 수암리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 옥산면 신안리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 옥산면 안서리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 옥산면 중양리,good_ph,good_orga,usually_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 옥산면 학산리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 옥산면 홍연리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 외산면 가덕리,good_ph,3,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 외산면 갈산리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 외산면 만수리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 외산면 문신리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 외산면 반교리,good_ph,3,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 외산면 복덕리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 외산면 비암리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 외산면 삼산리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 외산면 수신리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 외산면 장항리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 외산면 전장리,good_ph,good_orga,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
충청남도 부여군 외산면 지선리,good_ph,3,good_pot,555.5,79.6,92.4,19.3,17.7,108.5,188.4,4.4,41.8,3.4,2.1,2.7,7.2,9.9,17.8,22.9,13.1,7.7,-0.2,-8.6,-10.7,-5.8,-2.1,6.4,13.3,0.6,-3.0,-12.4,14.2,16.1,21.3,26.0,28.7,34.1,24.7,21.3,12.6,0,0,0,0,0
